Date,KPI_Total_Sales,KPI_Wholesale_Sales,KPI_Franchise_Sales,KPI_Retail_Sales,KPI_eCom_Sales,KPI_TotalSearch_queries,KPI_아디다스_adidas_Search_queries,KPI_adidas_Search_queries,KPI_아디다스온라인스토어_adidas_online store_Search_queries,Dummy_Winter_Olympics,Dummy_News_Event_Search_Yeezy_Boost_350_V2_Black,Dummy_News_Event_Search_Harden_Vol_4,Dummy_News_Event_Search_Harden_Stepback,Dummy_News_Event_Search_Ultra_Boost_20,Offline_TV_Total_GRPs,Offline_TV_Total_Spends,Offline_TV_Total_conv,Competition_Offline_Puma_TVGRPs,Competition_Offline_Nike_TVGRPs,Competition_Offline_Descente_TVGRPs,Competition_Offline_Reebok_TVGRPs,Competition_Offline_Under_Armour_TVGRPs,Competition_Offline_FILA_TVGRPs,Digital_Video_IPTV_Product_Impression,Digital_Video_IPTV_Total_Impression,Digital_Video_IPTV_Product_Spend,Digital_Video_IPTV_Total_Spend,Offline_OOH_Branding_Spends,Offline_OOH_Product_Spends,Offline_OOH_Total_Spends,Digital_Display_Impression,Digital_Search_Impression,Digital_Social_Impression,Digital_Video_Impression,Digital_Total_Impression,Digital_Video&IPTV_Impression,Digital_Display_Click,Digital_Search_Click,Digital_Social_Click,Digital_Video_Click,Digital_Total_Click,Digital_Display_Spend,Digital_Search_Spend,Digital_Social_Spend,Digital_Video_Spend,Digital_Total_Spend,Digital_Branding_Impression,Digital_Product_Impression,Digital_Promotion_Impression,Digital_Always_on_Impression,Digital_Branding_Click,Digital_Product_Click,Digital_Promotion_Click,Digital_Always on_Click,Digital_Branding_Spend,Digital_Product_Spend,Digital_Promotion_Spend,Digital_Always on_Spend,CRM_Kakao_Message_Total_Sent,CRM_Kakao_Message_Message_Open_#,CRM_Kakao_Message_Spending,CRM_Kakao_Message_Traffic_Conversion,CRM_Kakao_Message_Transactions,PR_Press_Release_#_of_Coverage,PR_Press_Release_Impression,PR_Media_Event_#_of_Coverage,PR_Media_Event_Spend,Consumer_Activation_Branding,Consumer_Activation_Product,Consumer_Activation_Total,Consumer Activation_Total_Spend,consumer_activation_branding_impr,consumer_activation_product_impr,consumer_activation_promo_impr,consumer_activation_always_on_impr,consumer_activation_branding_click,consumer_activation_product_click,consumer_activation_promo_click,consumer_activation_always_on_click,consumer_activation_branding_budget,consumer_activation_product_budget,consumer_activation_promo_budget,consumer_activation_always_on_budget,Influencer_All_Branding_#_of_Influencer,Influencer_All_Branding_Spend,Macro_#_of_Rainy_Days,Macro_Rainfall_mm,Macro_PM_10,Macro_PM_2.5,Macro_COVID_Shincheonji,Macro_COVID_Other,Macro_COVID_Seoul_night_club_issue,Macro_Covid_Ban_Period,Holiday_Lunar_New_Year,Holiday_Independent_Movement_Day,Holiday_Children_Day,Holiday_Buddha_Birthday,Holiday_Memorial_Day,Holiday_Local_Elections,Holiday_Independent_Day,Holiday_Chuseok,Holiday_National_Foundation_Day,Holiday_Hangul_Proclamation_Day,Holiday_Christmas_Day,Holiday_Pre_Christmas_Day,Holiday_New_Year,Holiday_National_Election_Day,Holiday_Labor_Day,Dummy_Adidas Low consumption period,Dummy_July,Dummy_Nov
03-06-2022,16237622363,5691001820,5837551801,2871810681,1837258061,92,64,26,2,0,0,0,0,0,3.82,16786656,2.28E-07,10.7,0,3.4,0,20.3,1,0,0,0,0,0,0,0,30472101,10952975,15647316,9282350,66354742,9282350,77622,263460,81742,13785,436609,31916454.04,61217185,96624909.05,104882135.7,294640683.7,10881004,15760617,0,39713121,24005,58952,0,353652,73799198.77,125078060.9,0,95763424.09,1803627.452,1168646.161,28071580.65,26536.09677,56.90322581,0,0,0,0,0,0,0,0,10881004,15760617,0,39713121,0,353652,0,58952,0,95763424,73799199,125078061,3.5,27183333.33,0,0.6,53.14,27.78,0,1993543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/13/2022,16237622363,5691001820,5837551801,2871810681,1837258061,55,38,16,1,0,0,0,0,0,2.36,42250340,5.59E-08,9,0,11,0,31.5,1,0,0,0,0,0,0,0,40368442,5623396,14023234,5816534,65831606,5816534,127282,176543,101447,7228,412500,44275099.1,49550217.2,70087067.23,60590743.65,224503127.2,11868082,10153352,0,43810172,25013,52242,0,335245,69296854.96,62289807.47,0,92916464.75,1803627.452,1168646.161,28071580.65,26536.09677,56.90322581,3,3346995,0,0,0,0,0,0,11868082,10153352,0,43810172,0,335245,0,52242,0,92916465,69296855,62289807,3.5,17616666.67,0,45.3,28.41,16.25,0,2832065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/20/2022,16237622363,5691001820,5837551801,2871810681,1837258061,73,55,16,2,0,0,0,0,0,2.75,14740816,1.87E-07,6.9,0,9.9,0,45.3,0,0,0,0,0,0,0,0,51513884,6568745,12291824,6899351,77273804,6899351,174632,214668,91577,8983,489860,62689034.79,60555114.6,70136859.23,73901962.07,267282970.7,12416554,7981551,0,56875699,25400,29511,0,434949,78442078.63,59716632.37,0,129124259.7,1803627.452,1168646.161,28071580.65,26536.09677,56.90322581,0,967149.2,0,0,0,0,0,3819333,12416554,7981551,0,56875699,0,434949,0,29511,0,129124260,78442079,59716632,0,0,0,39.6,35.2,22.87,0,2458844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2022,14972163106,5183356915,5244915689,3048042461,1495848042,57,39,17,1,0,0,0,0,0,8.6,103353060,8.32E-08,6.2,0,12.9,0,36.1,2,0,0,0,0,0,0,0,9166395,5233570,4611016,2174410,21185391,2174410,76700,158264,64318,2825,302107,34338997.91,46999201.8,40717578.56,22910903.92,144966682.2,4038436,1382445,4976906,10787604,8459,4459,79706,209483,27017471.36,12266987.11,32978429.13,72703794.58,1838787.789,1190909.391,28725862.37,31655.48817,55.71182796,0,3868596.8,0,0,0,0,0,30868665,4038436,1382445,4976906,10787604,79706,209483,0,4459,32978429,72703795,27017471,12266987,0,0,0,1.8,28.3,14.05,0,2142323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04-03-2022,11808514966,3914244651,3763325410,3488621911,642322993.9,56,37,18,1,0,0,0,0,0,0,0,,0.9,0,3.3,0,40.8,4,0,0,0,0,0,0,0,19811475,3182448,1721838,0,24715761,0,148795,157735,51339,0,357869,57492118.55,49826048.8,24285392,0,131603559.4,0,0,24705054,10707,0,0,357062,807,0,0,130763559.4,840000,1926688.633,1246567.467,30361566.67,44453.96667,52.73333333,4,6755596,0,0,0,0,0,36379777,0,0,24705054,10707,357062,807,0,0,130763559,840000,0,0,0,0,0,0.6,40.66,21.25,0,1529396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
04-10-2022,11808514966,3914244651,3763325410,3488621911,642322993.9,56,39,16,1,0,0,0,0,0,0,0,,0,0,0.5,0,47.6,0,0,0,0,0,0,194400000,194400000,5800375,6765219,3481232,1371545,17418371,1371545,52044,160199,35931,1946,250120,29252273.99,50025804.2,27144719,13221400.95,119644198.1,0,3718970,3236298,10463103,0,9042,57426,183652,0,23659059.95,21054514.15,74930624.05,1926688.633,1246567.467,30361566.67,44453.96667,52.73333333,20,23620278,0,0,0,0,0,54644446,0,3718970,3236298,10463103,57426,183652,0,9042,21054514,74930624,0,23659060,0,0,0,12,25.5,12.96,0,1043612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4/17/2022,11808514966,3914244651,3763325410,3488621911,642322993.9,65,47,17,1,0,0,0,0,0,0,0,,0,0,0.8,0,42.5,0,0,0,0,0,0,3375000,3375000,1498972,14842885,7979804,6509722,30831383,6509722,11027,190726,41732,9024,252509,11266168.82,65306196.8,37817622.22,60364674.24,174754662.1,0,15004303,0,15827080,0,40844,0,211665,0,99482392.46,0,75272269.62,1926688.633,1246567.467,30361566.67,44453.96667,52.73333333,0,0,0,0,0,0,0,16377778,0,15004303,0,15827080,0,211665,0,40844,0,75272270,0,99482392,0,0,0,1,42.08,22.82,0,617771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4/24/2022,11808514966,3914244651,3763325410,3488621911,642322993.9,56,39,17,0,0,0,0,0,0,0,0,,0.1,0,1.1,0,47.3,0,0,0,0,0,0,0,0,1666252,13386057,6919119,6181079,28152507,6181079,10776,190584,34867,8248,244475,10894567.27,65127516.2,32561342.89,56370830.56,164954256.9,0,13823831,5714947,8613729,0,35191,84430,124854,0,92080292.45,29828016.47,43045948,1926688.633,1246567.467,30361566.67,44453.96667,52.73333333,0,0,0,0,0,0,0,0,0,13823831,5714947,8613729,84430,124854,0,35191,29828016,43045948,0,92080292,2.4,3900000,0,45.6,46.68,16.38,0,407444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
05-01-2022,9992933928,3419647368,1882551091,3890225270,800510199.3,62,40,22,0,0,0,0,0,0,0,0,,0,0,0,0,18,0,0,0,0,0,0,0,0,8931038,10663034,3682061,2957002,26233135,2957002,107830,193081,71601,4228,376740,38040156.67,57836046.2,23831057.89,27275684.73,146982945.5,0,7779798,18453337,0,0,96775,279965,0,0,59487985.29,87494960.2,0,1400962.161,875599.2903,22143032.26,55679.80645,83.32258065,0,0,0,0,0,0,0,0,0,7779798,18453337,0,279965,0,0,96775,87494960,0,0,59487985,1.6,2600000,0,0.7,33.86,16.43,0,266579,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
05-08-2022,9992933928,3419647368,1882551091,3890225270,800510199.3,60,39,21,0,0,0,0,0,0,0,0,,0,0,0,0,24.1,0,0,0,0,0,0,0,0,12129893,12854800,4306209,2596590,31887492,2596590,139750,193213,118988,3876,455827,46149189.67,63835267.6,29323888,22713280.65,162021625.9,0,7693374,2707499,21486619,0,125004,45089,285734,0,54928554.32,12667106.69,94425964.91,1400962.161,875599.2903,22143032.26,55679.80645,83.32258065,2,682332,0,0,0,0,0,3333335,0,7693374,2707499,21486619,45089,285734,0,125004,12667107,94425965,0,54928554,0,0,0,1.8,27.11,13.24,0,252368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5/15/2022,9992933928,3419647368,1882551091,3890225270,800510199.3,80,53,25,2,0,0,0,0,0,0,0,,0.4,0,0.1,0,23.3,0,0,0,0,0,0,0,0,6759789,12621942,486471,0,19868202,0,62832,184168,25686,0,272686,21722993.49,54778028.2,6819874,0,83320895.69,0,181426,0,19686776,0,3799,0,268887,0,1375586.667,0,81945309.02,1400962.161,875599.2903,22143032.26,55679.80645,83.32258065,3,2416117,0,0,0,0,0,4666669,0,181426,0,19686776,0,268887,0,3799,0,81945309,0,1375587,5,0,0,0.3,35.21,18.08,0,181854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5/22/2022,9992933928,3419647368,1882551091,3890225270,800510199.3,56,38,18,0,0,0,0,0,0,0,0,,0.3,0,0.1,0,14.7,0,0,0,0,0,0,0,0,7431278,17430852,747308,0,25609438,0,67966,199098,39336,0,306400,21746155,67379439.4,10981418,0,100107012.4,0,0,0,25609438,0,0,0,306400,0,0,0,100107012.4,1400962.161,875599.2903,22143032.26,55679.80645,83.32258065,3,2573400,0,0,0,0,0,61705885,0,0,0,0,0,306400,0,0,0,100107012,0,0,0,0,0,2.5,34.61,18.57,0,129317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
