Date,KPI_Total_Sales,KPI_Wholesale_Sales,KPI_Franchise_Sales,KPI_Retail_Sales,KPI_eCom_Sales,KPI_TotalSearch_queries,KPI_아디다스_adidas_Search_queries,KPI_adidas_Search_queries,KPI_아디다스온라인스토어_adidas_online store_Search_queries,Dummy_Winter_Olympics,Dummy_News_Event_Search_Yeezy_Boost_350_V2_Black,Dummy_News_Event_Search_Harden_Vol_4,Dummy_News_Event_Search_Harden_Stepback,Dummy_News_Event_Search_Ultra_Boost_20,Offline_TV_Total_GRPs,Offline_TV_Total_Spends,Offline_TV_Total_conv,Competition_Offline_Puma_TVGRPs,Competition_Offline_Nike_TVGRPs,Competition_Offline_Descente_TVGRPs,Competition_Offline_Reebok_TVGRPs,Competition_Offline_Under_Armour_TVGRPs,Competition_Offline_FILA_TVGRPs,Digital_Video_IPTV_Product_Impression,Digital_Video_IPTV_Total_Impression,Digital_Video_IPTV_Product_Spend,Digital_Video_IPTV_Total_Spend,Offline_OOH_Branding_Spends,Offline_OOH_Product_Spends,Offline_OOH_Total_Spends,Digital_Display_Impression,Digital_Search_Impression,Digital_Social_Impression,Digital_Video_Impression,Digital_Total_Impression,Digital_Video&IPTV_Impression,Digital_Display_Click,Digital_Search_Click,Digital_Social_Click,Digital_Video_Click,Digital_Total_Click,Digital_Display_Spend,Digital_Search_Spend,Digital_Social_Spend,Digital_Video_Spend,Digital_Total_Spend,Digital_Branding_Impression,Digital_Product_Impression,Digital_Promotion_Impression,Digital_Always_on_Impression,Digital_Branding_Click,Digital_Product_Click,Digital_Promotion_Click,Digital_Always on_Click,Digital_Branding_Spend,Digital_Product_Spend,Digital_Promotion_Spend,Digital_Always on_Spend,CRM_Kakao_Message_Total_Sent,CRM_Kakao_Message_Message_Open_#,CRM_Kakao_Message_Spending,CRM_Kakao_Message_Traffic_Conversion,CRM_Kakao_Message_Transactions,PR_Press_Release_#_of_Coverage,PR_Press_Release_Impression,PR_Media_Event_#_of_Coverage,PR_Media_Event_Spend,Consumer_Activation_Branding,Consumer_Activation_Product,Consumer_Activation_Total,Consumer Activation_Total_Spend,consumer_activation_branding_impr,consumer_activation_product_impr,consumer_activation_promo_impr,consumer_activation_always_on_impr,consumer_activation_branding_click,consumer_activation_product_click,consumer_activation_promo_click,consumer_activation_always_on_click,consumer_activation_branding_budget,consumer_activation_product_budget,consumer_activation_promo_budget,consumer_activation_always_on_budget,Influencer_All_Branding_#_of_Influencer,Influencer_All_Branding_Spend,Macro_#_of_Rainy_Days,Macro_Rainfall_mm,Macro_PM_10,Macro_PM_2.5,Macro_COVID_Shincheonji,Macro_COVID_Other,Macro_COVID_Seoul_night_club_issue,Macro_Covid_Ban_Period,Holiday_Lunar_New_Year,Holiday_Independent_Movement_Day,Holiday_Children_Day,Holiday_Buddha_Birthday,Holiday_Memorial_Day,Holiday_Local_Elections,Holiday_Independent_Day,Holiday_Chuseok,Holiday_National_Foundation_Day,Holiday_Hangul_Proclamation_Day,Holiday_Christmas_Day,Holiday_Pre_Christmas_Day,Holiday_New_Year,Holiday_National_Election_Day,Holiday_Labor_Day,Dummy_Adidas Low consumption period,Dummy_July,Dummy_Nov
6/27/2021,11626840372,3638083299,3291364307,2859120366,1838272400,53,31,21,1,0,0,0,0,0,0,0,,0.4,0,0,0,0,36,0,0,0,0,0,0,0,63621873,50563251,3504043,0,117689167,0,354271,355502,120347,0,830120,106713788.6,96082632.08,31841588.44,0,234638009.1,0,470405,102110611,15108151,0,13075,696312,120733,0,1860313.333,199348842.2,33428853.55,3253225.753,1836107.495,48798412.9,148659.1333,59281.9914,0,0,0,0,0,0,0,1116164,0,470405,102110611,15108151,696312,120733,0,13075,138589809,33428854,0,1860313,0,0,0,50.4,27.01,17.14,0,4884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-04-2021,9366704691,3436394818,2622522915,2504633264,803153694.5,48,29,19,0,0,0,0,0,0,0,0,,0.2,0,0,0,0,6,0,0,0,0,0,0,0,13257395,28060133,114863,0,41432391,0,53619,246975,4639,0,305233,11553117,65838025.06,1270886,0,78662028.06,0,0,5843672,35588719,0,0,27222,278011,0,0,4322116,74339912.06,2856873.645,1660731.71,42853096.77,97671,25797.93548,0,0,0,0,0,0,0,1116164,0,0,5843672,35588719,27222,278011,0,0,0,74339912,0,0,0,0,0,167.2,17.29,9.22,0,7380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
07-11-2021,9366704691,3436394818,2622522915,2504633264,803153694.5,52,28,23,1,0,0,0,0,0,0,0,,0.3,0,0,0,0,0,0,0,0,0,0,0,0,42974769,27395641,4472079,3324921,78167410,3324921,619693,258110,37721,3027,918551,66329851.53,64562282.96,19647590,10014956.71,160554681.2,0,8767397,44221825,25178188,0,26082,681492,210977,0,23732564.27,85021769.97,51800346.96,2856873.645,1660731.71,42853096.77,97671,25797.93548,0,0,0,0,0,0,0,1116164,0,8767397,44221825,25178188,681492,210977,0,26082,47323146,51800347,0,23732564,0,0,0,12.1,20.26,10.43,0,9770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7/18/2021,9366704691,3436394818,2622522915,2504633264,803153694.5,60,36,23,1,0,0,0,0,0,0,0,,0.1,0,0,0,0,0,324219,324219,1712211,1712211,0,0,0,107729966,31123026,12107445,17870081,168830518,18194300,1286157,282449,183171,19143,1770920,173263243.5,73051746.49,53260065.56,78644346.92,378219402.5,0,35362258,133468260,0,0,203183,1567737,0,0,131271924.8,246947477.7,0,2856873.645,1660731.71,42853096.77,97671,25797.93548,10,3124249,0,0,0,0,0,1116164,0,35362258,133468260,0,1567737,0,0,203183,160161592,0,0,131271925,0,0,0,6.9,19.87,11.18,0,10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7/25/2021,9366704691,3436394818,2622522915,2504633264,803153694.5,54,26,27,1,0,0,0,0,0,0,0,,0.1,0,0,0,0,0,396152,396152,2083697,2083697,0,0,0,84622395,47975166,9366633,20623478,162587672,21019630,619170,273721,173086,24306,1090283,138979635.6,77733937.02,38476170.89,87250591.11,342440334.6,0,40545303,113173050,8869319,0,220296,825306,44681,0,137792386.3,191873777.4,12774170.92,2856873.645,1660731.71,42853096.77,97671,25797.93548,0,0,0,0,0,0,0,1116164,0,40545303,113173050,8869319,825306,44681,0,220296,164573011,12774171,0,137792386,0,0,0,5.4,21.56,12.78,0,10984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
08-01-2021,9952288195,2947152878,3196399782,2718270296,1090465239,65,35,29,1,0,0,0,0,0,0,0,,0,0,0,0,8,0,426821,426821,2228871,2228871,0,0,0,19678410,53189259,8306008,12346946,93520623,12773767,80624,277189,185116,16239,559168,28047955.79,74169028.85,29191034.11,50536497.71,181944516.5,0,33258921,2576861,57684841,0,240021,16995,302152,0,98869910.04,3956762.572,79117843.85,3592735.774,2046635.613,53890967.74,74394.19355,30084.64516,0,0,0,0,0,0,0,1116164,0,33258921,2576861,57684841,16995,302152,0,240021,0,79117844,0,98869910,0,0,0,44.1,20.29,11.54,0,10887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-08-2021,9952288195,2947152878,3196399782,2718270296,1090465239,55,30,23,2,0,0,0,0,0,0,0,,0,0,0.5,0,9.4,0,421721,421721,2204854,2204854,0,0,0,90994368,82280390,10494833,8886169,192655760,9307890,490355,345018,218783,11716,1065872,138982523.6,121341598.8,53953544.11,36499873,350777539.5,0,29429162,149903272,13323326,0,212815,798153,54904,0,84493504.44,250248434.1,16035600.98,3592735.774,2046635.613,53890967.74,74394.19355,30084.64516,0,0,0,0,0,0,0,1116164,0,29429162,149903272,13323326,798153,54904,0,212815,223882921,16035601,0,84493504,0,0,0,33,19.91,10.99,0,12880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2021,9952288195,2947152878,3196399782,2718270296,1090465239,49,28,21,0,0,0,0,0,0,0,0,,0,0,0.8,0,0.8,3,342840,342840,1770365,1770365,0,0,0,123623854,83782136,9417938,3353311,220177239,3696151,533822,392060,187631,5205,1118718,175358480.5,150335228.2,67812513,17735400.25,411241622,0,21988793,198188446,0,0,148439,970279,0,0,68735250.17,342506371.8,0,3592735.774,2046635.613,53890967.74,74394.19355,30084.64516,0,0,0,0,0,0,0,1116164,0,21988793,198188446,0,970279,0,0,148439,312360371,0,0,68735250,0,0,0,65.6,15.39,7.54,0,12623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8/22/2021,9952288195,2947152878,3196399782,2718270296,1090465239,63,36,25,2,0,0,0,0,0,0,0,,0,0,0.4,0,0.1,6,283732,283732,1790817,1790817,0,0,0,127794918,87810863,8540389,7010371,231156541,7294103,525369,417583,153414,11565,1107931,188409386.8,144852659.1,64902090.67,45649363.34,443813499.9,0,31955426,199201115,0,0,173598,934333,0,0,126626660,317186839.9,0,3592735.774,2046635.613,53890967.74,74394.19355,30084.64516,4,3485175,0,0,0,0,0,1116164,0,31955426,199201115,0,934333,0,0,173598,298724801,0,0,126626660,0,0,0,120.4,22.78,11.18,0,12214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/29/2021,13049462111,4020135170,4089603922,3477118262,1462604758,55,30,25,0,0,0,0,0,0,0,0,,8.7,0,0,0,0,1,538196,538196,3383122,3383122,0,0,0,77747822,90381136,8153432,15662212,191944602,16200408,579903,418795,133538,22138,1154374,153745489.4,105257024.1,46781276.34,91415427.88,397199217.7,0,51647649,11283524,129013429,0,444217,82435,627722,0,193000456.2,25053568.5,179145193,3720346.703,2147720.082,55805195.7,93621.75914,44923.81935,0,0,0,0,0,0,0,1116164,0,51647649,11283524,129013429,82435,627722,0,444217,24251424,179145193,0,193000456,6,5000,0,67.9,19.66,10.05,0,11967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-05-2021,15372342549,4824871889,4759507027,4046254235,1741709397,59,35,23,1,0,0,0,0,0,0,0,,15.8,0,0,0,0,0,575406,575406,3572175,3572175,0,0,0,103511477,64031772,6926208,10299735,184769192,10875141,744615,413177,155666,14741,1328199,211817381.6,107305051.5,46441401.11,64755670.11,430319504.3,0,42587512,0,142181680,0,445550,0,882649,0,159757078.4,0,270562425.9,3816054.9,2223533.433,57240866.67,108042.4333,56053.2,3,205137,0,0,0,0,0,1116164,0,42587512,0,142181680,0,882649,0,445550,0,270562426,0,159757078,6,5000,0,23.3,19.31,9.99,0,12580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-12-2021,15372342549,4824871889,4759507027,4046254235,1741709397,73,44,28,1,0,0,0,0,0,0,0,,11.9,0,0,0,0,0,584395,584395,3588297,3588297,0,0,0,115408488,78505662,9942322,9412433,213268905,9996828,708319,467309,199212,15825,1390665,234599958.8,139047309.1,59184395.67,52460325.02,485291988.5,0,41523752,151445837,20299316,0,323958,917284,149423,0,144718742.1,297001092.1,43572154.31,3816054.9,2223533.433,57240866.67,108042.4333,56053.2,10,1738869,0,0,0,0,0,1116164,0,41523752,151445837,20299316,917284,149423,0,323958,293352161,43572154,0,144718742,0,0,0,20.1,17.41,8.02,0,12797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/19/2021,15372342549,4824871889,4759507027,4046254235,1741709397,66,47,18,1,0,0,0,0,0,0,0,,16.9,0,0,0,0,0,563482,563482,2665589,2665589,0,0,0,112003278,108500689,15135788,13907046,249546801,14470528,649800,467999,277341,24930,1420070,193487308.6,149227533.5,76786093.67,57397214.48,476898150.2,0,48969914,200576887,0,0,385239,1034831,0,0,153917653.5,322980496.7,0,3816054.9,2223533.433,57240866.67,108042.4333,56053.2,0,0,0,0,0,0,0,1116164,0,48969914,200576887,0,1034831,0,0,385239,314580159,0,0,153917654,0,0,0,33.1,16.13,8.29,0,14373,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9/26/2021,13399287922,3784688469,4076941781,3932720230,1604937442,53,37,15,1,0,0,0,0,0,0,0,,6.7,0,0,0,0,0,355206,355206,0,0,0,0,0,138835888,103646915,13879335,17693831,274055969,18049037,777897,424977,266289,27525,1496688,249855634.6,141332460.6,107257034.9,75757767.64,574202897.7,0,64054851,149977803,60023315,0,375729,791212,329747,0,185095985.2,289953361.4,99153551.18,3703441.371,2158419.651,55551623.66,110744.457,48301.35484,0,0,0,0,0,0,0,1116164,0,64054851,149977803,60023315,791212,329747,0,375729,210319545,99153551,0,185095985,0,0,0,29.7,19.33,9.83,0,17608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-03-2021,8466651354,1184229919,2370528664,3648885217,1263007555,58,42,15,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,90129947,69277276,7076076,10712879,177196178,10712879,438707,357827,186469,16740,999743,149055090.8,101009617.9,37391922.88,50896269.34,338352900.9,0,47007580,26448547,103740051,0,290388,154167,555188,0,123736490.5,47417613.07,167198797.4,3421907.548,1995635.194,51328516.13,117499.5161,28921.74194,0,0,0,0,0,0,0,1116164,0,47007580,26448547,103740051,154167,555188,0,290388,42224482,167198797,0,123736490,0,0,0,15.3,26.76,13.05,0,13904,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10-10-2021,8466651354,1184229919,2370528664,3648885217,1263007555,51,34,16,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,69478219,57826532,5931476,4245722,137481949,4245722,368486,366898,275491,8836,1019711,103785768.7,95704540.82,38995656,15092966.03,253578931.5,0,43733772,93748177,0,0,428701,591010,0,0,78163853.59,175415077.9,0,3421907.548,1995635.194,51328516.13,117499.5161,28921.74194,0,0,0,0,0,0,0,1116164,0,43733772,93748177,0,591010,0,0,428701,175415078,0,0,78163854,0,0,0,32.9,19.09,8.54,0,11056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/17/2021,8466651354,1184229919,2370528664,3648885217,1263007555,63,46,16,1,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,75234168,35484008,5592932,2062171,118373279,2062171,2048097,369742,197127,4285,2619251,145800255,94457029.91,41058610.11,7307733.72,288623628.7,0,29310403,89062876,0,0,242068,2377183,0,0,45592182.28,243031446.4,0,3421907.548,1995635.194,51328516.13,117499.5161,28921.74194,0,0,0,0,0,0,0,1116164,0,29310403,89062876,0,2377183,0,0,242068,243031446,0,0,45592182,0,0,0,3.5,25.79,14.11,0,9499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2021,8466651354,1184229919,2370528664,3648885217,1263007555,52,38,13,1,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0,51518326,36664726,2106439,0,90289491,0,628907,345086,74152,0,1048145,112045747.1,100405670.9,20496367.43,0,232947785.5,0,3336639,11198265,75754587,0,44829,379998,623318,0,9520618.559,34087536.18,189339630.7,3421907.548,1995635.194,51328516.13,117499.5161,28921.74194,0,0,0,0,0,0,0,1116164,0,3336639,11198265,75754587,379998,623318,0,44829,34087536,189339631,0,9520619,0,0,0,0.3,32,17.96,0,12165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2021,8423368649,770229021.1,1678273019,3613199727,2361666883,55,38,16,1,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,125050683,73746943,11591594,12052731,222441951,12052731,1754073,489840,126496,22409,2392818,262158997,149852371.5,89222342.23,65670814.72,566904525.4,0,46976264,168326781,7138906,0,200966,2135369,56483,0,156292312.3,392056326.1,18555887,3341951.335,2019575.342,50572445.16,152794.8452,89189.67742,3,6622424,0,0,0,0,0,1116164,0,46976264,168326781,7138906,2135369,56483,0,200966,392056326,18555887,0,156292312,0,0,0,0.9,39.59,24.24,0,15069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11-07-2021,8416154865,701228871.5,1562897078,3607252145,2544776771,57,40,16,1,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,115587198,65117584,13667687,17697106,212069575,17697106,2174346,490194,162667,41475,2868682,267224061.6,137512435.5,67174300.56,96094336.26,568005134,0,62031410,150038165,0,0,800580,2068102,0,0,208725760.7,359279373.3,0,3328625.3,2023565.367,50446433.33,158677.4,99234.33333,0,0,0,0,0,0,0,1116164,0,62031410,150038165,0,2068102,0,0,800580,359279373,0,0,208725761,0,0,0,30.1,16.97,8.39,0,15332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/14/2021,8416154865,701228871.5,1562897078,3607252145,2544776771,57,37,19,1,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0,74648294,40629785,12226427,11278224,138782730,11278224,4466202,340820,267705,19720,5094447,194412654.7,99353714.64,66278050.44,62903789.99,422948209.7,0,43809637,94973093,0,0,364499,4729948,0,0,153909340.1,269038869.6,0,3328625.3,2023565.367,50446433.33,158677.4,99234.33333,2,98379,0,0,0,0,0,1116164,0,43809637,94973093,0,4729948,0,0,364499,269038870,0,0,153909340,3.428571429,6857142.857,0,0,58.72,31.56,0,19257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/21/2021,8416154865,701228871.5,1562897078,3607252145,2544776771,58,39,18,1,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0,75981752,48895940,7687456,8941611,141506759,8941611,1270145,383776,215426,7011,1876358,195637334.8,106190928.4,56074405.44,29135453.45,387038122,0,35550949,105955810,0,0,299009,1577349,0,0,103811094.1,283227027.9,0,3328625.3,2023565.367,50446433.33,158677.4,99234.33333,0,0,0,0,0,0,0,1116164,0,35550949,105955810,0,1577349,0,0,299009,283227028,0,0,103811094,2.571428571,5142857.143,0,4.3,40.55,21.71,0,24656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/28/2021,11342910832,1725739991,3949429448,3407946082,2259795311,58,35,23,0,0,0,0,0,0,5.8,7663096,7.57E-07,0,0,0,0,0,7,0,0,0,0,0,0,0,44316374,40199909,9096658,8474435,102087376,8474435,285317,293789,240509,5370,824985,91042921.51,85789668.27,58456957.89,40333005.77,275622553.4,0,47963209,10351755,43772412,0,409245,99379,316361,0,149025440.6,32912631.73,93684481.09,2764660.797,1748245.655,42649835.48,147970.9226,58762.54839,1,1750000,0,0,0,0,0,1116164,0,47963209,10351755,43772412,99379,316361,0,409245,32912632,93684481,0,149025441,0,0,0,24,24.73,14.58,0,30941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-05-2021,13537977806,2494123330,5739328725,3258466535,2046059216,56,35,20,1,0,0,0,0,0,13.1,15699989,8.34E-07,0,0,0,0,0,7,0,0,0,0,0,0,0,59015145,56099427,7873561,4990436,127978569,4990436,418950,286324,184448,2744,892466,136899923.3,90285951.91,50670223.67,34795869.19,312651968.1,0,32959103,56445438,38574028,0,282351,417707,192408,0,108590214.7,146233917.6,57827835.82,2341687.419,1541755.871,36802387.1,139941.0645,28408.70968,0,0,0,0,0,0,0,1116164,0,32959103,56445438,38574028,417707,192408,0,282351,126042236,57827836,0,108590215,0,0,0,0.9,40.38,25.99,0,42667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-12-2021,13537977806,2494123330,5739328725,3258466535,2046059216,82,61,16,5,0,0,0,0,0,5.82,16290836,3.57E-07,0,0,0,0,0,8,0,0,0,0,0,0,0,61591683,75240939,2047344,2679278,141559244,2679278,4677422,371945,92730,4369,5146466,195161471.9,106762470.2,15449465.11,29501987.53,346875394.7,0,4149446,137409798,0,0,78457,5068009,0,0,37387488.64,309487906.1,0,2341687.419,1541755.871,36802387.1,139941.0645,28408.70968,0,0,0,0,0,0,0,1116164,0,4149446,137409798,0,5068009,0,0,78457,309487906,0,0,37387489,0,0,0,2.3,37.76,22.44,0,48275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12/19/2021,13537977806,2494123330,5739328725,3258466535,2046059216,54,35,17,2,0,0,0,0,0,5.21,4974075,1.05E-06,0,0,0,0,0,9,0,0,0,0,0,0,0,44151240,65891122,2324801,2595320,114962483,2595320,965687,285139,86604,4367,1341797,89835525.55,90228028.18,16859962.33,28578624.31,225502140.4,0,4101543,110860940,0,0,67065,1274732,0,0,36414417.64,189087722.7,0,2341687.419,1541755.871,36802387.1,139941.0645,28408.70968,0,0,0,0,0,0,0,1116164,0,4101543,110860940,0,1274732,0,0,67065,189087723,0,0,36414418,0,0,0,2.1,43.45,24.66,0,43181,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
12/26/2021,12807998508,2684485685,5123201640,3194849857,1805461325,50,34,15,1,0,0,0,0,0,4.43,5372004,8.25E-07,0,0,0,0,0,7,0,0,0,0,0,0,0,56252231,38841211,2553586,2661998,100309026,2661998,339200,227423,78400,2836,647859,124146303.2,78628551.64,18321967.33,28424009.19,249520831.4,0,4099419,96209607,0,0,54238,593621,0,0,34938882.52,214581948.8,0,2172355.387,1424602.903,34264645.16,124359.871,24614.22581,0,0,0,0,0,0,0,956712,0,4099419,96209607,0,593621,0,0,54238,201755866,0,0,34938883,0,0,0,0.8,27.6,16.46,0,33209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
01-02-2022,8428122717,3826659814,1426439130,2813149787,361873985.3,47,30,16,1,0,0,0,0,0,0.59,0,,0,0,0,0,0,7,0,0,0,0,0,0,0,9783642,30696490,521152,0,41001284,0,59246,195558,21613,0,276417,16996864,72728729.64,6790000,0,96515593.64,0,0,41001284,0,0,0,276417,0,0,0,96515593.64,0,1156363.194,721685.0968,19038193.55,30872.70968,1847.322581,0,0,0,0,0,0,0,0,0,0,41001284,0,276417,0,0,0,96515594,0,0,0,0,0,0,0.3,39.04,25.08,0,25752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-09-2022,8428122717,3826659814,1426439130,2813149787,361873985.3,44,28,15,1,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0,3813367,20977126,74901,0,24865394,0,25693,162065,2808,0,190566,6631478,55340121.36,969326,0,62940925.36,0,0,5714239,19151155,0,0,41198,149368,0,0,14106875.36,48834050,1156363.194,721685.0968,19038193.55,30872.70968,1847.322581,0,0,0,0,0,0,0,0,0,0,5714239,19151155,41198,149368,0,0,14106875,48834050,0,0,0,0,0,0.4,42.71,29.04,0,26965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/16/2022,8428122717,3826659814,1426439130,2813149787,361873985.3,51,33,17,1,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,152466,0,0,152466,0,0,24240,0,0,24240,0,4659624.545,0,0,4659624.545,0,0,0,152466,0,0,0,24240,0,0,0,4659624.545,1156363.194,721685.0968,19038193.55,30872.70968,1847.322581,0,0,0,0,0,0,0,0,0,0,0,152466,0,24240,0,0,0,4659625,0,0,0,0,0,0.8,34.08,21.86,0,38277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2022,8428122717,3826659814,1426439130,2813149787,361873985.3,55,32,22,1,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,8982941,1348033,465097,0,10796071,0,53591,90243,9129,0,152963,18479326.36,29525829.82,5514813,0,53519969.18,0,0,10231648,564423,0,0,108571,44392,0,0,39478508.36,14041460.82,1156363.194,721685.0968,19038193.55,30872.70968,1847.322581,0,0,0,0,0,0,0,0,0,0,10231648,564423,108571,44392,0,0,39478508,14041461,0,0,0,0,0,0.7,39.5,27.11,0,84816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2022,10874061659,3647905833,3495242196,3169890162,561023468.3,53,35,18,0,0,0,0,0,0,0,0,,0,0,0,0,0,11,0,0,0,0,0,0,0,29459040,2604975,1209179,0,33273194,0,124686,128135,14615,0,267436,43013061.82,39010707,15190000,0,97213768.82,0,0,33273194,0,0,0,267436,0,0,0,97213768.82,0,1830866.091,1159045.028,29051091.01,37688.80991,581.3778802,0,0,0,0,0,0,0,0,0,0,33273194,0,267436,0,0,0,97213769,0,0,0,0.272727273,1909090.909,0,1.3,26.44,16.47,0,159854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-06-2022,11852437237,3576404240,4322763423,3312586313,640683261.5,137,92,45,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,6454948,3367314,355395,0,10177657,0,31752,126651,4234,0,162637,16693394,39944574,5077772,0,61715740,0,0,4410524,5767133,0,0,36784,125853,0,0,14366994.36,47348745.64,2100667.25,1333989,33056250,40415.25,75,0,0,0,0,0,0,0,0,0,0,4410524,5767133,36784,125853,0,0,14366994,47348746,0,0,0.636363636,4454545.455,0,0,41.25,27.66,0,323143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/13/2022,11852437237,3576404240,4322763423,3312586313,640683261.5,115,83,31,1,0,0,0,0,0,9.33,50547761,1.85E-07,0,0,0.2,0,0,0,0,0,0,0,174360000,0,174360000,12901942,3796533,6690873,5588111,28977459,5588111,75674,144991,23043,8490,252198,39444643.74,44837380,55817000.33,51017255.38,191116279.5,7557396,4012695,0,17407368,9713,11490,0,230995,64241949.76,28194968.05,0,98679361.64,2100667.25,1333989,33056250,40415.25,75,2,3319843,0,0,0,0,0,0,7557396,4012695,0,17407368,0,230995,0,11490,0,98679362,64241950,28194968,0.636363636,4454545.455,0,1.2,35.79,24.03,0,563678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20/2022,11852437237,3576404240,4322763423,3312586313,640683261.5,69,43,25,1,0,0,0,0,0,18.68,70600499,2.65E-07,0,0,1,0,14.2,4,0,0,0,0,107700000,0,107700000,5769708,12383206,7488333,10560517,36201764,10560517,29500,174688,12952,14943,232083,22970786.5,46846027,34673706.11,106919685.8,211410205.4,12803637,5978550,0,17419577,15665,16449,0,199969,103456392.5,44921195.38,0,63032617.55,2100667.25,1333989,33056250,40415.25,75,0,0,0,0,0,0,0,0,12803637,5978550,0,17419577,0,199969,0,16449,0,63032618,103456392,44921195,0.454545455,3181818.182,0,1.4,36.33,22.06,0,973241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2022,14984712327,5086831083,5404755122,2997746576,1495379547,66,41,24,1,0,0,0,0,0,14.71,46920705,3.14E-07,2.7,0,0.5,0,24.6,2,0,0,0,0,30000000,0,30000000,5919252,10307166,27348002,9416366,52990786,9416366,29316,192533,124112,13089,359050,25449180.11,56409403,92319975.16,96069567.03,270248125.3,27856407,9305436,0,15828943,77007,29700,0,252343,96504163.12,82373756.82,0,91370205.36,1888495.965,1215886.972,29495771.89,30501.56912,62.07373272,3,3633873,0,0,0,0,0,0,27856407,9305436,0,15828943,0,252343,0,29700,0,91370205,96504163,82373757,0,0,0,2.1,54.08,23.1,0,1381320,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
